,x,y,v,Subtypes,colors
660,23,16,TPSCC: Topological polar surface area_3 composition of C,Topological indice,#B4B044
661,23,17,PHBCC: Potential Hydrogen Bonds_3 composition of C,Hydrogen bond related,#FFC000
662,23,18,SHD: Strong H-Bond donors101,Hydrogen bond related,#FFC000
663,23,19,LFI: Lipoaffinity index_3202,Solubility lipoaffinity,#D1963A
664,23,20,GCCo2: GC content of 2nd position of codons,Guanine-cytosine related,#9AA983
665,23,21,ORFEA: Entropy density A on ORF,Open reading frame,#BDC6CF
666,23,22,MLF: Linear free energy011,Hydrogen bond related,#FFC000
667,23,23,PHB: Potential Hydrogen Bonds_3012,Hydrogen bond related,#FFC000
668,23,24,HPC: Gas-hexadecane PC_3101,Partition coefficient,#C6CEBA
669,23,25,PHB: Potential Hydrogen Bonds_3011,Hydrogen bond related,#FFC000
670,23,26,PHB: Potential Hydrogen Bonds_3110,Hydrogen bond related,#FFC000
671,23,27,PCDTT: Parallel correlation PseDN composition of TT,Nucleotide related,#ED7D31
672,24,0,ADGC1: Dinucleotide auto covariance of lag1 on DGC,Nucleotide related,#ED7D31
673,24,1,ASMG1: Dinucleotide auto covariance of lag1 on SMG,Nucleotide related,#ED7D31
674,24,2,ASMH1: Dinucleotide auto covariance of lag1 on SMH,Nucleotide related,#ED7D31
675,24,3,ABLS1: Dinucleotide auto covariance of lag1 on BLS,Nucleotide related,#ED7D31
676,24,4,L1PID: Series correlation PseDN composition of lamda1-PID,Nucleotide related,#ED7D31
677,24,5,CC216: Cross covariance of lag2 on SKE-PID,Nucleotide related,#ED7D31
678,24,6,CC205: Cross covariance of lag2 on PID-SLI,Nucleotide related,#ED7D31
679,24,7,CC120: Cross covariance of lag1 on SKE-SLI,Nucleotide related,#ED7D31
680,24,8,ATIL1: Dinucleotide auto covariance of lag1 on TIL,Nucleotide related,#ED7D31
681,24,9,ProII: Pseudo protein instability index,Pseudo protein related,#B3CE93
682,24,10,EiPS2: Electron-ion interaction pseudopotential spectrum 0.5,EIIP based spectrum,#99C94D
683,24,11,L5UTR: Length of 5 untranslated region,Transcript related,#CCB441
684,24,12,SCFFS: Stop codon frequency frame score,Codon related,#679DC4
685,24,13,EipSP: Electron-ion interaction pseudopotential signal peak,EIIP based spectrum,#99C94D
686,24,14,ComRG: Composition of G,Transcript related,#CCB441
687,24,15,TraEG: Entropy density G on transcript,Transcript related,#CCB441
688,24,16,PHB: Potential Hydrogen Bonds_3220,Hydrogen bond related,#FFC000
689,24,17,PHB: Potential Hydrogen Bonds_3022,Hydrogen bond related,#FFC000
690,24,18,TPS: Topological polar surface area_3220,Topological indice,#B4B044
691,24,19,TraEW: Entropy density W on transcript,Transcript related,#CCB441
692,24,20,GCCo1: GC content of 1st position of codons,Guanine-cytosine related,#9AA983
693,24,21,TraEA: Entropy density A on transcript,Transcript related,#CCB441
694,24,22,PHB: Potential Hydrogen Bonds_3120,Hydrogen bond related,#FFC000
695,24,23,SCDCT: Series correlation PseDN composition of CT,Nucleotide related,#ED7D31
696,24,24,PCDCT: Parallel correlation PseDN composition of CT,Nucleotide related,#ED7D31
697,24,25,HPC: Gas-hexadecane PC011,Partition coefficient,#C6CEBA
698,24,26,HPC: Gas-hexadecane PC110,Partition coefficient,#C6CEBA
699,24,27,0,NaN,#000000
700,25,0,APTW1: Dinucleotide auto covariance of lag1 on PTW,Nucleotide related,#ED7D31
701,25,1,CC112: Cross covariance of lag1 on ETI-BDS,Nucleotide related,#ED7D31
702,25,2,ASMS1: Dinucleotide auto covariance of lag1 on SMS,Nucleotide related,#ED7D31
703,25,3,ABDH1: Dinucleotide auto covariance of lag1 on BDH,Nucleotide related,#ED7D31
704,25,4,APID1: Dinucleotide auto covariance of lag1 on PID,Nucleotide related,#ED7D31
705,25,5,ALBZ1: Dinucleotide auto covariance of lag1 on LBZ,Nucleotide related,#ED7D31
706,25,6,ATWI1: Dinucleotide auto covariance of lag1 on TWI,Nucleotide related,#ED7D31
707,25,7,APDT1: Dinucleotide auto covariance of lag1 on PDT,Nucleotide related,#ED7D31
708,25,8,CC129: Cross covariance of lag1 on SLI-SKE,Nucleotide related,#ED7D31
709,25,9,EiPS0: Electron-ion interaction pseudopotential spectrum 0,EIIP based spectrum,#99C94D
710,25,10,EipAP: Electron-ion interaction pseudopotential average power,EIIP based spectrum,#99C94D
711,25,11,EiPS3: Electron-ion interaction pseudopotential spectrum 0.75,EIIP based spectrum,#99C94D
712,25,12,LORFL: Longest ORF length,Open reading frame,#BDC6CF
713,25,13,EiPS4: Electron-ion interaction pseudopotential spectrum 1,EIIP based spectrum,#99C94D
714,25,14,SCCFS: Stop codon count frame score,Codon related,#679DC4
715,25,15,SHD: Strong H-Bond donors011,Hydrogen bond related,#FFC000
716,25,16,SCDCC: Series correlation PseDN composition of CC,Nucleotide related,#ED7D31
717,25,17,SHD: Strong H-Bond donors110,Hydrogen bond related,#FFC000
718,25,18,TPS: Topological polar surface area_3022,Topological indice,#B4B044
719,25,19,GCC2V: GCCo2 variance frame score,Guanine-cytosine related,#9AA983
720,25,20,GCC1V: GCCo1 variance frame score,Guanine-cytosine related,#9AA983
721,25,21,PCDTC: Parallel correlation PseDN composition of TC,Nucleotide related,#ED7D31
722,25,22,SCDTC: Series correlation PseDN composition of TC,Nucleotide related,#ED7D31
723,25,23,SLF: Sum of path lengths starting from oxygens_300,Topological indice,#B4B044
724,25,24,MLF: Linear free energy11,Hydrogen bond related,#FFC000
725,25,25,HPC: Gas-hexadecane PC_3110,Partition coefficient,#C6CEBA
726,25,26,SCDTT: Series correlation PseDN composition of TT,Nucleotide related,#ED7D31
727,25,27,0,NaN,#000000
728,26,0,ADST1: Dinucleotide auto covariance of lag1 on DST,Nucleotide related,#ED7D31
729,26,1,ABDG1: Dinucleotide auto covariance of lag1 on BDG,Nucleotide related,#ED7D31
730,26,2,AHCT1: Dinucleotide auto covariance of lag1 on HCT,Nucleotide related,#ED7D31
731,26,3,ADTB1: Dinucleotide auto covariance of lag1 on DTB,Nucleotide related,#ED7D31
732,26,4,ASEZ1: Dinucleotide auto covariance of lag1 on SEZ,Nucleotide related,#ED7D31
733,26,5,AHTF1: Dinucleotide auto covariance of lag1 on HTF,Nucleotide related,#ED7D31
734,26,6,ARIS1: Dinucleotide auto covariance of lag1 on RIS,Nucleotide related,#ED7D31
735,26,7,L1SLI: Series correlation PseDN composition of lamda1-SLI,Nucleotide related,#ED7D31
736,26,8,SCCou: Stop codon count,Codon related,#679DC4
737,26,9,Base pairs,Secondary structure,#76A6D3
738,26,10,L3UTR: Length of 3 untranslated region,Transcript related,#CCB441
739,26,11,EiPS1: Electron-ion interaction pseudopotential spectrum 0.25,EIIP based spectrum,#99C94D
740,26,12,SCFre: Stop codon frequency,Codon related,#679DC4
741,26,13,TrLen: Transcript length,Transcript related,#CCB441
742,26,14,ProMW: Pseudo protein molecular weight,Pseudo protein related,#B3CE93
743,26,15,EiSNR: Electron-ion interaction pseudopotential signal/noise ratio,EIIP based spectrum,#99C94D
744,26,16,PCDCC: Parallel correlation PseDN composition of CC,Nucleotide related,#ED7D31
745,26,17,LFI: Lipoaffinity index_3220,Solubility lipoaffinity,#D1963A
746,26,18,LFI: Lipoaffinity index_3022,Solubility lipoaffinity,#D1963A
747,26,19,GCC3V: GCCo3 variance frame score,Guanine-cytosine related,#9AA983
748,26,20,PHBBC: Potential Hydrogen Bonds_3 transition between B and C,Hydrogen bond related,#FFC000
749,26,21,TraGC: Transition between G and C,Transcript related,#CCB441
750,26,22,SLF: Sum of path lengths starting from oxygens_3000,Topological indice,#B4B044
751,26,23,MLF: Linear free energy111,Hydrogen bond related,#FFC000
752,26,24,SHA: Strong H-Bond acceptors_3220,Hydrogen bond related,#FFC000
753,26,25,SHA: Strong H-Bond acceptors_3022,Hydrogen bond related,#FFC000
754,26,26,HPC: Gas-hexadecane PC_3011,Partition coefficient,#C6CEBA
755,26,27,0,NaN,#000000
