,x,y,v,Subtypes,colors
653,23,9,ComRT: Composition of T,Transcript related,#fb9a99
654,23,10,HPCCC: Gas-hexadecane PC_3 composition of C,Partition coefficient,#a6cee3
655,23,11,SLFCC: Sum of path lengths starting from oxygens_3 composition of C,Topological indice,#cab2d6
656,23,12,HPCAC: Gas-hexadecane PC_3 transition between A and C,Partition coefficient,#a6cee3
657,23,13,HPC: Gas-hexadecane PC_3020,Partition coefficient,#a6cee3
658,23,14,HPC: Gas-hexadecane PC_302,Partition coefficient,#a6cee3
659,23,15,SLF: Sum of path lengths starting from oxygens_3120,Topological indice,#cab2d6
660,23,16,SLF: Sum of path lengths starting from oxygens_3012,Topological indice,#cab2d6
661,23,17,MLF: Linear free energy001,Hydrogen bond related,#6a3d9a
662,23,18,PHB: Potential Hydrogen Bonds_3002,Hydrogen bond related,#6a3d9a
663,23,19,PHB: Potential Hydrogen Bonds_3200,Hydrogen bond related,#6a3d9a
664,23,20,LFICB: Lipoaffinity index composition of B,Solubility lipoaffinity,#33a02c
665,23,21,LFICB: Lipoaffinity index_3 composition of B,Solubility lipoaffinity,#33a02c
666,23,22,SLF: Sum of path lengths starting from oxygens_3110,Topological indice,#cab2d6
667,23,23,SCFFS: Stop codon frequency frame score,Codon related,#e31a1c
668,23,24,LORFL: Longest ORF length,Open reading frame,#ff7f00
669,23,25,ProMW: Pseudo protein molecular weight,Pseudo protein related,#ffed6f
670,23,26,EiPS2: Electron-ion interaction pseudopotential spectrum 0.5,EIIP based spectrum,#ffffb3
671,23,27,TraEP: Entropy density P on transcript,Transcript related,#fb9a99
672,24,0,AHCT1: Dinucleotide auto covariance of lag1 on HCT,Nucleotide related,#b2df8a
673,24,1,ABDS1: Dinucleotide auto covariance of lag1 on BDS,Nucleotide related,#b2df8a
674,24,2,CC112: Cross covariance of lag1 on ETI-BDS,Nucleotide related,#b2df8a
675,24,3,ASMG1: Dinucleotide auto covariance of lag1 on SMG,Nucleotide related,#b2df8a
676,24,4,CC109: Cross covariance of lag1 on BDS-WCI,Nucleotide related,#b2df8a
677,24,5,ADGC2: Dinucleotide auto covariance of lag2 on DGC,Nucleotide related,#b2df8a
678,24,6,CC223: Cross covariance of lag2 on WCI-ETI,Nucleotide related,#b2df8a
679,24,7,CC108: Cross covariance of lag1 on BDS-SKE,Nucleotide related,#b2df8a
680,24,8,CC124: Cross covariance of lag1 on WCI-SKE,Nucleotide related,#b2df8a
681,24,9,C3UTR: Coverage of 3 untranslated region,Transcript related,#fb9a99
682,24,10,SLF: Sum of path lengths starting from oxygens_3220,Topological indice,#cab2d6
683,24,11,SLF: Sum of path lengths starting from oxygens_3022,Topological indice,#cab2d6
684,24,12,HPC: Gas-hexadecane PC_3202,Partition coefficient,#a6cee3
685,24,13,SLF: Sum of path lengths starting from oxygens_3021,Topological indice,#cab2d6
686,24,14,SLF: Sum of path lengths starting from oxygens_3210,Topological indice,#cab2d6
687,24,15,SCDAG: Series correlation PseDN composition of AG,Nucleotide related,#b2df8a
688,24,16,TraEI: Entropy density I on transcript,Transcript related,#fb9a99
689,24,17,LFI: Lipoaffinity index_3101,Solubility lipoaffinity,#33a02c
690,24,18,MLF: Linear free energy100,Hydrogen bond related,#6a3d9a
691,24,19,LFI: Lipoaffinity index110,Solubility lipoaffinity,#33a02c
692,24,20,SLF: Sum of path lengths starting from oxygens_3011,Topological indice,#cab2d6
693,24,21,SHA: Strong H-Bond acceptors_3110,Hydrogen bond related,#6a3d9a
694,24,22,TraEK: Entropy density K on transcript,Transcript related,#fb9a99
695,24,23,EiSNR: Electron-ion interaction pseudopotential signal/noise ratio,EIIP based spectrum,#ffffb3
696,24,24,EipSP: Electron-ion interaction pseudopotential signal peak,EIIP based spectrum,#ffffb3
697,24,25,EiPS1: Electron-ion interaction pseudopotential spectrum 0.25,EIIP based spectrum,#ffffb3
698,24,26,EiPS0: Electron-ion interaction pseudopotential spectrum 0,EIIP based spectrum,#ffffb3
699,24,27,0,NaN,#000000
700,25,0,ADST1: Dinucleotide auto covariance of lag1 on DST,Nucleotide related,#b2df8a
701,25,1,APTW1: Dinucleotide auto covariance of lag1 on PTW,Nucleotide related,#b2df8a
702,25,2,AETI1: Dinucleotide auto covariance of lag1 on ETI,Nucleotide related,#b2df8a
703,25,3,CC122: Cross covariance of lag1 on WCI-BDS,Nucleotide related,#b2df8a
704,25,4,CC107: Cross covariance of lag1 on BDS-ETI,Nucleotide related,#b2df8a
705,25,5,ASDG1: Dinucleotide auto covariance of lag1 on SDG,Nucleotide related,#b2df8a
706,25,6,CC117: Cross covariance of lag1 on SKE-BDS,Nucleotide related,#b2df8a
707,25,7,TPS: Topological polar surface area_3102,Topological indice,#cab2d6
708,25,8,CC113: Cross covariance of lag1 on ETI-SKE,Nucleotide related,#b2df8a
709,25,9,TraEF: Entropy density F on transcript,Transcript related,#fb9a99
710,25,10,TPS: Topological polar surface area_3110,Topological indice,#cab2d6
711,25,11,PSN: Primary or secondary nitrogens110,Topological indice,#cab2d6
712,25,12,PSN: Primary or secondary nitrogens011,Topological indice,#cab2d6
713,25,13,SCDGA: Series correlation PseDN composition of GA,Nucleotide related,#b2df8a
714,25,14,TraEY: Entropy density Y on transcript,Transcript related,#fb9a99
715,25,15,PCDGA: Parallel correlation PseDN composition of GA,Nucleotide related,#b2df8a
716,25,16,SLFBC: Sum of path lengths starting from oxygens_3 transition between B and C,Topological indice,#cab2d6
717,25,17,PCDAG: Parallel correlation PseDN composition of AG,Nucleotide related,#b2df8a
718,25,18,TraEN: Entropy density N on transcript,Transcript related,#fb9a99
719,25,19,LFI: Lipoaffinity index_3110,Solubility lipoaffinity,#33a02c
720,25,20,SCDAA: Series correlation PseDN composition of AA,Nucleotide related,#b2df8a
721,25,21,SHA: Strong H-Bond acceptors_3011,Hydrogen bond related,#6a3d9a
722,25,22,SCCFS: Stop codon count frame score,Codon related,#e31a1c
723,25,23,EiPS4: Electron-ion interaction pseudopotential spectrum 1,EIIP based spectrum,#ffffb3
724,25,24,SCFre: Stop codon frequency,Codon related,#e31a1c
725,25,25,EiPS3: Electron-ion interaction pseudopotential spectrum 0.75,EIIP based spectrum,#ffffb3
726,25,26,TrLen: Transcript length,Transcript related,#fb9a99
727,25,27,0,NaN,#000000
728,26,0,L1WCI: Series correlation PseDN composition of lamda1-WCI,Nucleotide related,#b2df8a
729,26,1,L1ETI: Series correlation PseDN composition of lamda1-ETI,Nucleotide related,#b2df8a
730,26,2,AWCI1: Dinucleotide auto covariance of lag1 on WCI,Nucleotide related,#b2df8a
731,26,3,APIA1: Dinucleotide auto covariance of lag1 on PIA,Nucleotide related,#b2df8a
732,26,4,CC114: Cross covariance of lag1 on ETI-WCI,Nucleotide related,#b2df8a
733,26,5,ADGC1: Dinucleotide auto covariance of lag1 on DGC,Nucleotide related,#b2df8a
734,26,6,CC123: Cross covariance of lag1 on WCI-ETI,Nucleotide related,#b2df8a
735,26,7,CC119: Cross covariance of lag1 on SKE-WCI,Nucleotide related,#b2df8a
736,26,8,CC118: Cross covariance of lag1 on SKE-ETI,Nucleotide related,#b2df8a
737,26,9,SCDGG: Series correlation PseDN composition of GG,Nucleotide related,#b2df8a
738,26,10,TPS: Topological polar surface area_3011,Topological indice,#cab2d6
739,26,11,PCDGG: Parallel correlation PseDN composition of GG,Nucleotide related,#b2df8a
740,26,12,HPC: Gas-hexadecane PC_3220,Partition coefficient,#a6cee3
741,26,13,HPC: Gas-hexadecane PC_3022,Partition coefficient,#a6cee3
742,26,14,MLF: Linear free energy000,Hydrogen bond related,#6a3d9a
743,26,15,TraAT: Transition between A and T,Transcript related,#fb9a99
744,26,16,PHB: Potential Hydrogen Bonds_3000,Hydrogen bond related,#6a3d9a
745,26,17,PHB: Potential Hydrogen Bonds_300,Hydrogen bond related,#6a3d9a
746,26,18,MLF: Linear free energy00,Hydrogen bond related,#6a3d9a
747,26,19,LFI: Lipoaffinity index_3011,Solubility lipoaffinity,#33a02c
748,26,20,LFI: Lipoaffinity index011,Solubility lipoaffinity,#33a02c
749,26,21,PCDAA: Parallel correlation PseDN composition of AA,Nucleotide related,#b2df8a
750,26,22,SCCou: Stop codon count,Codon related,#e31a1c
751,26,23,L5UTR: Length of 5 untranslated region,Transcript related,#fb9a99
752,26,24,Base pairs,Secondary structure,#666666
753,26,25,EipAP: Electron-ion interaction pseudopotential average power,EIIP based spectrum,#ffffb3
754,26,26,L3UTR: Length of 3 untranslated region,Transcript related,#fb9a99
755,26,27,0,NaN,#000000
