,x,y,v,Subtypes,colors
673,24,1,ASMG2: Dinucleotide auto covariance of lag2 on SMG,Nucleotide related,#ED7D31
674,24,2,ADTB2: Dinucleotide auto covariance of lag2 on DTB,Nucleotide related,#ED7D31
675,24,3,ASMH2: Dinucleotide auto covariance of lag2 on SMH,Nucleotide related,#ED7D31
676,24,4,APIA2: Dinucleotide auto covariance of lag2 on PIA,Nucleotide related,#ED7D31
677,24,5,CC211: Cross covariance of lag2 on ETI-PID,Nucleotide related,#ED7D31
678,24,6,CC206: Cross covariance of lag2 on BDS-PID,Nucleotide related,#ED7D31
679,24,7,SHAB3: Strong H-Bond acceptors_3 distribution of 0.75B,Hydrogen bond related,#FFC000
680,24,8,HPCA3: Gas-hexadecane PC distribution of 0.75A,Partition coefficient,#C6CEBA
681,24,9,HPCA2: Gas-hexadecane PC distribution of 0.50A,Partition coefficient,#C6CEBA
682,24,10,PHBA2: Potential Hydrogen Bonds_3 distribution of 0.50A,Hydrogen bond related,#FFC000
683,24,11,PHBA3: Potential Hydrogen Bonds_3 distribution of 0.75A,Hydrogen bond related,#FFC000
684,24,12,SHDA2: Strong H-Bond donors distribution of 0.50A,Hydrogen bond related,#FFC000
685,24,13,SLFC3: Sum of path lengths starting from oxygens_3 distriCution of 0.75C,Topological indice,#B4B044
686,24,14,TPSB3: Topological polar surface area_3 distribution of 0.75B,Topological indice,#B4B044
687,24,15,MReB3: Molar refractivity distribution of 0.75B,Polarizability refractivity,#A0CF6D
688,24,16,MReB1: Molar refractivity distribution of 0.25B,Polarizability refractivity,#A0CF6D
689,24,17,LFIA2: Lipoaffinity index_3 distribution of 0.50A,Solubility lipoaffinity,#D1963A
690,24,18,SHAA1: Strong H-Bond acceptors_3 distribution of 0.25A,Hydrogen bond related,#FFC000
691,24,19,TPSA3: Topological polar surface area_3 distribution of 0.75A,Topological indice,#B4B044
692,24,20,TPSA1: Topological polar surface area_3 distribution of 0.25A,Topological indice,#B4B044
693,24,21,ORFED: Entropy density D on ORF,Open reading frame,#BDC6CF
694,24,22,MRe: Molar refractivity100,Polarizability refractivity,#A0CF6D
695,24,23,LFI: Lipoaffinity index_3210,Solubility lipoaffinity,#D1963A
696,24,24,MRe: Molar refractivity0,Polarizability refractivity,#A0CF6D
697,24,25,PCDCA: Parallel correlation PseDN composition of CA,Nucleotide related,#ED7D31
698,24,26,LFIBC: Lipoaffinity index_3 transition between B and C,Solubility lipoaffinity,#D1963A
699,24,27,0,NaN,#000000
700,25,0,CC218: Cross covariance of lag2 on SKE-ETI,Nucleotide related,#ED7D31
701,25,1,CC217: Cross covariance of lag2 on SKE-BDS,Nucleotide related,#ED7D31
702,25,2,MReA3: Molar refractivity distribution of 0.75A,Polarizability refractivity,#A0CF6D
703,25,3,HPCA3: Gas-hexadecane PC_3 distribution of 0.75A,Partition coefficient,#C6CEBA
704,25,4,LFIB3: Lipoaffinity index distribution of 0.75B,Solubility lipoaffinity,#D1963A
705,25,5,SLFB3: Sum of path lengths starting from oxygens_3 distribution of 0.75B,Topological indice,#B4B044
706,25,6,LFIB3: Lipoaffinity index_3 distribution of 0.75B,Solubility lipoaffinity,#D1963A
707,25,7,SHAB2: Strong H-Bond acceptors_3 distribution of 0.50B,Hydrogen bond related,#FFC000
708,25,8,DPRA2: Distribution of 0.50A,Transcript related,#CCB441
709,25,9,HPCA1: Gas-hexadecane PC distribution of 0.25A,Partition coefficient,#C6CEBA
710,25,10,MLFA2: Linear free energy distribution of 0.50A,Hydrogen bond related,#FFC000
711,25,11,PHBA1: Potential Hydrogen Bonds_3 distribution of 0.25A,Hydrogen bond related,#FFC000
712,25,12,MLFA1: Linear free energy distribution of 0.25A,Hydrogen bond related,#FFC000
713,25,13,PSNB1: Primary or secondary nitrogens distribution of 0.25B,Topological indice,#B4B044
714,25,14,PSNB2: Primary or secondary nitrogens distribution of 0.50B,Topological indice,#B4B044
715,25,15,SLFC2: Sum of path lengths starting from oxygens_3 distriCution of 0.50C,Topological indice,#B4B044
716,25,16,PSNB3: Primary or secondary nitrogens distribution of 0.75B,Topological indice,#B4B044
717,25,17,LFIA1: Lipoaffinity index_3 distribution of 0.25A,Solubility lipoaffinity,#D1963A
718,25,18,MReB2: Molar refractivity distribution of 0.50B,Polarizability refractivity,#A0CF6D
719,25,19,CNHB1: NH- count distribution of 0.25B,Molecular fingerprint,#9AB6D1
720,25,20,TPSA2: Topological polar surface area_3 distribution of 0.50A,Topological indice,#B4B044
721,25,21,CNHA1: NH- count distribution of 0.25A,Molecular fingerprint,#9AB6D1
722,25,22,MRe: Molar refractivity001,Polarizability refractivity,#A0CF6D
723,25,23,MReCA: Molar refractivity composition of A,Polarizability refractivity,#A0CF6D
724,25,24,MRe: Molar refractivity00,Polarizability refractivity,#A0CF6D
725,25,25,TraEE: Entropy density E on transcript,Transcript related,#CCB441
726,25,26,ORFEE: Entropy density E on ORF,Open reading frame,#BDC6CF
727,25,27,0,NaN,#000000
728,26,0,HPCA2: Gas-hexadecane PC_3 distribution of 0.50A,Partition coefficient,#C6CEBA
729,26,1,MReA2: Molar refractivity distribution of 0.50A,Polarizability refractivity,#A0CF6D
730,26,2,HPCA1: Gas-hexadecane PC_3 distribution of 0.25A,Partition coefficient,#C6CEBA
731,26,3,MReA1: Molar refractivity distribution of 0.25A,Polarizability refractivity,#A0CF6D
732,26,4,DPRA3: Distribution of 0.75A,Transcript related,#CCB441
733,26,5,LFIB2: Lipoaffinity index_3 distribution of 0.50B,Solubility lipoaffinity,#D1963A
734,26,6,SLFB2: Sum of path lengths starting from oxygens_3 distribution of 0.50B,Topological indice,#B4B044
735,26,7,LFIB2: Lipoaffinity index distribution of 0.50B,Solubility lipoaffinity,#D1963A
736,26,8,SLFB1: Sum of path lengths starting from oxygens_3 distribution of 0.25B,Topological indice,#B4B044
737,26,9,LFIB1: Lipoaffinity index_3 distribution of 0.25B,Solubility lipoaffinity,#D1963A
738,26,10,LFIB1: Lipoaffinity index distribution of 0.25B,Solubility lipoaffinity,#D1963A
739,26,11,DPRA1: Distribution of 0.25A,Transcript related,#CCB441
740,26,12,SHAB1: Strong H-Bond acceptors_3 distribution of 0.25B,Hydrogen bond related,#FFC000
741,26,13,DPRT1: Distribution of 0.25T,Transcript related,#CCB441
742,26,14,TPSB1: Topological polar surface area_3 distribution of 0.25B,Topological indice,#B4B044
743,26,15,HPCC1: Gas-hexadecane PC_3 distriCution of 0.25C,Partition coefficient,#C6CEBA
744,26,16,SLFC1: Sum of path lengths starting from oxygens_3 distriCution of 0.25C,Topological indice,#B4B044
745,26,17,TPSB2: Topological polar surface area_3 distribution of 0.50B,Topological indice,#B4B044
746,26,18,HPCC2: Gas-hexadecane PC_3 distriCution of 0.50C,Partition coefficient,#C6CEBA
747,26,19,DPRT2: Distribution of 0.50T,Transcript related,#CCB441
748,26,20,CNHA3: NH- count distribution of 0.75A,Molecular fingerprint,#9AB6D1
749,26,21,CNHA2: NH- count distribution of 0.50A,Molecular fingerprint,#9AB6D1
750,26,22,HPC: Gas-hexadecane PC_30,Partition coefficient,#C6CEBA
751,26,23,HPCCA: Gas-hexadecane PC_3 composition of A,Partition coefficient,#C6CEBA
752,26,24,HPC: Gas-hexadecane PC_300,Partition coefficient,#C6CEBA
753,26,25,HPC: Gas-hexadecane PC_3000,Partition coefficient,#C6CEBA
754,26,26,MRe: Molar refractivity000,Polarizability refractivity,#A0CF6D
755,26,27,0,NaN,#000000
